Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",FB,CB,CM,AM,W,CF,GK,Rating
D. Corfe,Tucson,Tucson,"AM,W,CF",23.0,107000.0,,29,2143,8,6.51,0,2.6,25.62,41.99,England,England,right,183,80,no,2.51,3.5,50.62,2.29,20.75,0.0,0.0,0.0,0.73,0.97,1.08,5,0.21,0,0.0,6.27,0.34,8,0.35,0.28,0,0.0,68,2.94,45.59,11.765,0.0,1.99,26.09,1.34,29.03,0.6,21.43,0.35,7.3,57.99,16.72,44.7,3.11,3.24,0.69,21.43,2.2,2.38,28.3,83.51,6.14,80.28,8.25,97.38,7.22,76.65,25.23,89.38,1.25,44.83,15.05,28.5,0.11,0.65,0.0,0.0,0.26,66.67,0.39,2.51,81.03,1.94,46.67,0.3,57.14,0.69,0.6,3.37,85.9,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.35,0.3,14.29,0.13,0,0.0,,,,AM,W,CF,,7.04
K. Rodríguez,Tucson,Tucson,"AM,W",25.0,107000.0,,19,757,3,1.79,1,0.45,20.3,48.17,United States,United States,right,173,72,no,5.57,6.07,67.35,1.86,33.33,0.12,0.19,0.0,1.36,2.05,0.74,1,0.12,0,0.0,4.58,0.36,3,0.37,0.22,0,0.0,7,0.87,85.71,42.857,0.12,1.98,37.5,1.11,55.56,0.87,14.29,0.37,6.19,50.0,10.4,42.86,3.09,2.35,1.24,16.71,2.23,1.11,24.51,78.28,4.58,54.05,7.18,94.83,5.94,77.08,21.29,84.3,1.24,40.0,17.3,16.8,0.06,0.62,0.0,0.0,0.12,0.0,0.5,1.98,43.75,1.36,45.45,0.37,0.0,0.74,0.74,2.72,45.45,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,AM,W,,,6.81
K. Perez,Tormenta,Tormenta,W,24.0,107000.0,,27,1080,2,1.31,2,0.54,23.72,46.21,United States,United States,,183,73,no,6.76,5.22,67.21,1.63,47.37,0.17,0.24,0.0,3.08,4.24,0.94,2,0.17,0,0.0,3.25,0.17,2,0.17,0.11,0,0.0,11,0.94,36.36,18.182,0.17,0.51,16.67,0.34,0.0,0.17,50.0,0.09,4.88,49.12,13.96,36.2,1.88,1.28,0.51,23.12,0.51,1.37,35.37,84.99,8.91,71.15,8.65,95.05,11.13,88.46,33.65,87.02,1.2,57.14,17.9,19.18,0.05,0.69,0.0,0.0,0.86,50.0,0.43,4.37,78.43,1.2,57.14,0.43,40.0,0.77,0.17,4.45,65.38,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.43,0.09,0.0,0.34,0,0.0,,,,,W,,,6.72
R. Goulbourne,Toronto II,Toronto II,"FB,W",19.0,107000.0,,23,1431,0,0.61,1,0.65,17.52,45.21,Canada,Canada,left,172,69,no,6.71,6.71,46.0,2.21,24.24,0.13,0.17,0.0,3.49,4.41,1.01,3,0.19,0,0.0,2.62,0.0,0,0.0,0.04,0,0.0,14,0.94,50.0,0.0,0.07,1.61,33.33,0.6,22.22,1.01,40.0,0.27,2.21,57.58,5.17,54.55,0.54,0.94,0.27,24.16,1.68,2.21,32.95,79.02,9.6,67.83,5.1,90.79,13.49,82.09,27.32,86.73,4.23,44.44,21.46,30.31,0.04,0.47,0.0,0.07,0.54,62.5,0.2,4.3,60.94,2.68,40.0,0.6,22.22,0.81,0.67,6.24,67.74,0,,0,,0,0.0,0.0,0.0,,,0.54,,,0.13,0.0,0.0,0.27,0,0.0,FB,,,,W,,,6.78
J. Altobelli,Toronto II,Toronto II,"CM,CF",19.0,107000.0,,24,1647,2,4.44,2,1.43,17.14,38.39,Canada,Canada,right,178,68,no,3.1,4.64,42.86,1.27,30.43,0.0,0.0,0.0,1.11,1.3,1.11,3,0.16,0,0.0,3.37,0.11,2,0.11,0.25,0,0.0,38,2.1,31.58,5.263,0.11,0.55,50.0,0.17,33.33,0.39,57.14,0.06,3.76,54.41,8.62,38.46,2.16,1.44,0.77,16.31,0.94,1.05,22.5,85.01,6.03,77.98,5.53,91.0,8.13,85.71,20.73,87.73,1.22,54.55,17.9,17.58,0.08,0.66,0.11,0.0,0.83,46.67,0.22,3.48,76.19,1.44,65.38,1.0,50.0,1.11,0.33,3.43,87.1,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.17,0.06,100.0,0.5,0,0.0,,,CM,,,CF,,6.76
M. Essoussi,Toronto II,Toronto II,,20.0,107000.0,,16,1312,0,1.76,1,0.58,15.05,45.85,Tunisia,"Tunisia, Canada",,182,0,no,6.09,5.43,55.41,1.76,58.33,0.37,0.45,0.22,2.72,3.36,1.03,3,0.21,0,0.0,1.54,0.0,0,0.0,0.13,0,0.0,15,1.1,33.33,0.0,0.07,0.37,20.0,0.15,50.0,0.22,0.0,0.0,2.5,35.29,5.73,39.74,0.73,1.1,0.22,36.41,0.22,0.37,47.86,86.81,13.36,73.08,7.93,96.3,21.0,91.61,43.61,89.73,3.89,60.38,18.69,37.28,0.04,0.22,0.0,0.07,0.59,37.5,0.07,8.22,77.68,1.03,42.86,0.29,50.0,0.44,0.07,7.71,70.48,0,,0,,0,0.0,0.0,0.0,,,0.37,,,0.15,0.15,100.0,0.0,1,0.0,,,,,,,,6.61
J. Sukow,Forward Madison,Forward Madison,"CM,CF",23.0,107000.0,,22,1442,2,1.63,3,0.93,17.35,44.6,United States,United States,unknown,0,0,no,5.24,6.12,54.08,1.37,54.55,0.31,0.41,0.06,1.62,2.15,1.62,3,0.19,0,0.0,2.06,0.12,2,0.12,0.1,1,0.06,17,1.06,35.29,11.765,0.19,0.69,45.45,0.06,0.0,0.62,50.0,0.12,2.37,52.63,7.12,35.96,1.5,1.31,1.0,28.27,1.0,1.12,36.7,87.59,7.61,77.87,11.23,93.33,9.61,92.86,34.58,89.35,1.5,66.67,15.67,22.07,0.06,0.56,0.0,0.06,0.56,22.22,0.37,3.31,81.13,1.62,50.0,0.75,25.0,0.5,0.25,3.25,78.85,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.0,0.0,0.0,0.06,0,0.0,,,CM,,,CF,,6.8
E. Azcona,Inter Miami,Fort Lauderdale,"AM,W,CF",18.0,107000.0,,12,866,3,1.11,1,0.55,27.54,40.38,Dominican Republic,"Dominican Republic, United States",,0,0,no,5.82,8.11,50.0,1.14,27.27,0.1,0.13,0.1,1.66,2.11,1.77,3,0.31,1,0.1,5.4,0.31,3,0.31,0.12,1,0.1,15,1.56,40.0,20.0,0.1,1.56,26.67,1.14,27.27,0.42,25.0,0.1,7.07,58.82,15.59,36.67,1.56,3.64,1.35,27.44,0.52,1.56,35.54,80.12,9.15,62.5,7.17,89.86,12.89,88.71,30.76,84.8,3.33,59.38,18.88,35.29,0.06,1.25,0.0,0.0,0.62,33.33,0.31,5.09,65.31,3.12,43.33,1.04,20.0,0.94,0.42,4.68,77.78,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.1,0.0,0.0,0.1,0,0.0,,,,AM,W,CF,,6.81
A. Jepson,Forward Madison,Forward Madison,CM,27.0,107000.0,,22,1355,0,2.01,3,1.99,13.82,47.6,United States,United States,right,175,73,no,7.04,4.85,57.53,1.93,48.28,0.46,0.58,0.13,3.79,4.75,0.66,3,0.2,0,0.0,2.39,0.0,0,0.0,0.13,0,0.0,17,1.13,5.88,0.0,0.2,1.86,42.86,0.53,37.5,1.33,45.0,0.4,1.79,62.96,5.18,47.44,1.79,0.8,0.8,29.56,0.93,0.93,40.78,83.39,11.09,68.26,8.77,96.97,12.95,87.18,36.2,88.07,2.72,48.78,17.69,26.7,0.13,1.13,0.07,0.0,1.0,40.0,0.66,5.78,74.71,2.46,51.35,0.93,42.86,0.86,0.86,5.91,78.65,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.13,0.07,0.0,0.46,0,0.0,,,CM,,,,,6.78
H. Neville,Inter Miami II,Fort Lauderdale,"FB,CM",19.0,107000.0,,21,1962,0,0.85,1,2.42,12.48,48.53,England,"England, Republic of Ireland",,0,0,no,5.78,5.6,55.74,0.96,23.81,0.09,0.11,0.09,2.57,3.13,0.96,8,0.37,0,0.0,1.7,0.0,0,0.0,0.04,0,0.0,9,0.41,22.22,0.0,0.05,1.47,25.0,0.23,0.0,1.24,29.63,0.23,1.65,69.44,3.85,50.0,0.37,0.96,0.41,29.36,0.69,1.01,37.34,80.84,11.19,62.3,4.63,95.05,17.71,90.41,31.19,88.82,4.77,45.19,22.16,37.26,0.11,0.73,0.0,0.05,0.18,50.0,0.18,7.02,62.75,1.83,42.5,1.01,27.27,0.46,0.32,6.47,68.09,0,,0,,0,0.0,0.0,0.0,,,0.55,,,0.32,0.05,0.0,0.87,0,0.0,FB,,CM,,,,,6.71
T. Allen,Tucson,Forward Madison,"FB,W",23.0,107000.0,,25,1559,0,1.72,0,2.37,27.83,40.66,United States,United States,,0,0,no,7.1,8.26,48.95,2.6,33.33,0.17,0.22,0.17,2.89,3.67,2.02,3,0.17,0,0.0,4.5,0.0,0,0.0,0.1,0,0.0,17,0.98,17.65,0.0,0.0,2.71,34.04,1.91,30.3,0.81,42.86,0.35,6.75,50.43,13.28,39.13,1.62,3.12,2.19,22.34,1.62,1.44,31.35,79.93,5.6,61.86,10.62,93.48,8.89,75.32,26.5,87.36,2.25,43.59,14.72,26.15,0.14,0.87,0.12,0.0,0.29,0.0,0.35,2.54,59.09,2.54,40.91,0.23,0.0,0.4,0.92,3.81,65.15,0,,0,,0,0.0,0.0,0.0,,,0.29,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,W,,,6.6
C. Tobin,Forward Madison,Forward Madison,CB,35.0,107000.0,,28,2715,2,1.74,0,0.0,11.54,62.07,United States,United States,right,188,79,no,8.35,4.04,65.57,4.41,67.67,0.66,0.83,0.36,5.04,6.28,0.53,5,0.17,0,0.0,0.27,0.07,2,0.07,0.06,2,0.07,10,0.33,30.0,20.0,0.0,0.03,100.0,0.0,0.0,0.03,100.0,0.0,0.17,80.0,0.86,46.15,0.56,1.72,0.66,33.25,0.23,0.46,48.63,88.21,20.42,77.92,2.49,98.67,22.41,96.89,42.1,93.23,6.5,55.61,22.31,36.88,0.0,0.0,0.03,0.0,0.13,0.0,0.0,6.96,65.24,0.43,15.38,0.36,36.36,0.03,0.0,8.92,77.7,0,,0,,0,0.0,0.0,0.0,,,1.86,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.95
A. Monis,Chicago Fire,Forward Madison,W,19.0,107000.0,2023-12-31,1,26,0,0.0,0,0.0,,,United States,United States,,0,0,no,,,,,,,0.0,,,0.0,,1,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.55,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,W,,,6.8
S. Alves,Richmond Kickers,Richmond Kickers,"CM,AM,CF",25.0,80250.0,2021-11-30,12,554,0,0.77,0,0.54,22.91,48.23,Brazil,"Brazil, United States",,183,77,no,9.26,7.15,79.55,4.06,28.0,0.49,0.58,0.16,3.09,3.7,0.65,1,0.16,0,0.0,2.27,0.0,0,0.0,0.13,0,0.0,11,1.79,45.45,0.0,0.0,1.3,25.0,0.0,0.0,1.3,25.0,0.16,2.76,41.18,8.45,36.54,2.44,0.81,0.81,13.32,1.79,1.3,23.39,69.44,5.85,44.44,5.69,88.57,7.47,76.09,20.31,72.8,1.79,63.64,14.97,24.64,0.09,0.49,0.0,0.0,0.81,0.0,0.49,2.92,44.44,1.62,60.0,0.81,0.0,0.81,0.32,3.74,34.78,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,AM,,CF,,6.77
K. Silva,Toronto,Toronto II,GK,23.0,80250.0,2021-11-30,5,476,0,0.0,0,0.0,0.93,100.0,United States,"United States, Brazil",left,185,82,no,1.17,0.0,0.0,0.23,100.0,0.0,0.0,0.0,1.17,1.72,0.0,0,0.0,0,0.0,0.23,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,100.0,0.23,100.0,0.0,0.0,0.0,12.12,0.23,0.23,20.98,81.11,10.49,66.67,0.0,0.0,10.03,97.67,13.52,96.55,7.46,53.13,33.31,53.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,20.0,0.47,0.0,0.0,0.0,0.0,0.0,5.6,66.67,5,1.17,12,2.8,1,58.33,3.28,0.76,-1.72,-0.401,0.0,1.63,0.23,,,,0.0,0,0.0,,,,,,,GK,6.58
R. Somersall,Tormenta,Tormenta,CM,24.0,80250.0,2021-11-30,20,1237,0,0.73,0,0.23,14.84,50.0,St. Kitts and Nevis,St. Kitts and Nevis,both,0,0,no,8.66,5.75,62.03,1.16,56.25,0.51,0.61,0.22,4.58,5.46,1.02,3,0.22,1,0.07,1.67,0.0,0,0.0,0.05,0,0.0,8,0.58,50.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,1.82,76.0,5.82,45.0,0.8,0.95,0.8,29.98,0.44,1.16,41.18,87.63,9.68,72.93,7.93,95.41,17.24,92.83,38.42,90.53,2.62,50.0,18.44,31.04,0.02,0.29,0.0,0.07,0.44,0.0,0.07,6.55,71.11,1.02,28.57,0.73,0.0,0.36,0.07,4.95,79.41,0,,0,,0,0.0,0.0,0.0,,,0.65,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.62
G. Lavergne,York United FC,Tucson,CM,22.0,80250.0,2021-11-30,1,18,0,0.0,0,0.0,,,United States,United States,,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.38,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,CM,,,,,6.3
J. Pérez,Dundalk,Forward Madison,"CM,CF",24.0,80250.0,,10,654,0,0.77,1,0.98,20.23,45.58,United States,"United States, Mexico",left,178,0,no,7.57,6.19,57.78,0.83,16.67,0.28,0.33,0.28,3.72,4.4,0.96,1,0.14,0,0.0,3.58,0.0,0,0.0,0.11,0,0.0,10,1.38,50.0,0.0,0.14,0.69,40.0,0.14,0.0,0.55,50.0,0.0,4.13,46.67,10.6,42.86,0.96,1.65,0.96,24.77,0.55,2.34,33.58,83.61,9.08,72.73,6.88,98.0,12.66,88.04,31.38,85.53,1.65,58.33,17.52,25.71,0.14,1.38,0.28,0.0,1.1,62.5,0.69,4.4,71.88,2.34,76.47,1.38,70.0,1.38,0.28,5.09,75.68,0,,0,,0,0.0,0.0,0.0,,,0.14,,,0.28,0.28,0.0,0.83,0,0.0,,,CM,,,CF,,6.91
A. Panchot,Union Omaha,Union Omaha,CF,25.0,80250.0,,16,411,1,0.81,0,0.77,27.59,26.98,United States,United States,right,170,63,no,4.82,5.26,41.67,7.01,34.38,0.44,0.6,0.0,2.19,3.0,1.97,1,0.22,0,0.0,4.16,0.22,1,0.22,0.18,0,0.0,8,1.75,62.5,12.5,0.0,3.07,28.57,1.31,33.33,1.53,14.29,0.22,5.91,37.04,12.26,19.64,3.28,2.19,0.22,14.01,1.97,0.44,22.77,75.0,4.38,70.0,4.38,95.0,7.45,70.59,19.05,82.76,0.88,50.0,17.88,9.76,0.17,0.88,0.0,0.0,0.44,0.0,0.66,0.88,50.0,2.41,45.45,0.22,0.0,0.66,0.88,1.75,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.22,0,0.0,,,,,,CF,,6.54
D. Steedman,,North Carolina FC,"CM,AM",21.0,80250.0,,8,496,0,0.2,0,0.41,26.49,48.63,United States,United States,,178,68,no,9.62,9.25,52.94,2.9,50.0,0.36,0.48,0.54,4.35,5.81,1.63,2,0.36,0,0.0,2.72,0.0,0,0.0,0.04,0,0.0,6,1.09,0.0,0.0,0.0,1.63,22.22,0.36,50.0,1.27,14.29,0.18,2.9,68.75,11.43,47.62,0.73,1.45,1.63,25.22,0.54,2.0,38.47,78.77,11.79,67.69,7.8,86.05,13.06,83.33,34.11,82.98,2.9,56.25,18.15,33.62,0.07,0.54,0.0,0.0,1.09,33.33,0.18,5.08,78.57,2.18,33.33,1.27,57.14,0.54,0.18,5.63,74.19,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.0,0.0,0.0,0.18,0,0.0,,,CM,AM,,,,6.6
T. Jacquel,North Texas,North Texas,CF,24.0,80250.0,,16,820,4,3.15,0,1.0,15.26,39.57,France,France,,185,74,no,3.29,2.63,62.5,4.5,46.34,0.22,0.35,0.11,1.43,2.28,1.32,0,0.0,0,0.0,2.3,0.44,3,0.33,0.35,0,0.0,20,2.2,50.0,20.0,0.0,0.99,55.56,0.22,50.0,0.77,57.14,0.11,0.77,42.86,5.16,23.4,2.96,0.55,0.11,17.67,2.74,0.33,24.91,78.85,5.6,66.67,6.8,90.32,8.56,76.92,22.83,80.77,1.21,54.55,15.08,18.9,0.11,0.77,0.0,0.0,0.55,60.0,0.11,2.41,63.64,1.76,68.75,0.55,60.0,1.32,0.55,3.4,70.97,0,,0,,0,0.0,0.0,0.0,,,0.22,,,0.55,0.55,60.0,0.11,1,100.0,,,,,,CF,,6.88
D. Dubose,Richmond Kickers,Richmond Kickers,"FB,AM,W",29.0,80250.0,,3,55,0,0.0,0,0.0,14.73,33.33,United States,United States,right,178,72,no,8.18,8.18,40.0,3.27,0.0,0.0,0.0,0.0,4.91,6.43,3.27,1,1.64,0,0.0,1.64,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,100.0,1.64,100.0,1.64,0.0,0.0,6.55,0.0,0.0,9.82,83.33,4.91,100.0,0.0,0.0,1.64,100.0,9.82,83.33,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,AM,W,,,6.6
I. Antley,Richmond Kickers,Richmond Kickers,FB,26.0,80250.0,,1,27,0,0.0,0,0.09,,,United States,United States,,0,0,no,,,,,,,0.0,,,6.67,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,FB,,,,,,,6.9
E. Bernat,Toronto II,Toronto II,CM,24.0,80250.0,,9,564,0,0.24,1,0.19,12.77,61.25,Spain,Spain,,0,0,no,8.46,6.22,61.54,0.96,66.67,1.12,1.24,0.0,3.51,3.91,0.96,0,0.0,0,0.0,0.64,0.0,0,0.0,0.04,0,0.0,3,0.48,0.0,0.0,0.16,0.48,33.33,0.0,0.0,0.48,33.33,0.0,0.48,100.0,2.71,64.71,0.32,0.48,0.0,37.98,0.0,1.91,47.55,86.24,11.17,68.57,6.38,95.0,24.73,94.19,42.61,91.01,4.47,46.43,18.69,35.85,0.03,0.16,0.0,0.16,0.0,0.0,0.16,6.06,78.95,0.96,33.33,0.32,50.0,0.16,0.16,5.74,69.44,0,,0,,0,0.0,0.0,0.0,,,0.64,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.69
A. Jackson,Minnesota United,North Carolina FC,"AM,CF",20.0,80250.0,2022-12-31,12,863,1,2.02,3,0.95,24.61,41.1,United States,United States,,0,0,no,4.48,5.94,52.63,2.61,20.0,0.0,0.0,0.1,1.36,1.83,1.46,3,0.31,0,0.0,2.71,0.1,1,0.1,0.21,0,0.0,17,1.77,47.06,5.882,0.31,0.42,25.0,0.21,0.0,0.21,50.0,0.21,2.92,53.57,11.05,39.62,1.67,1.46,1.46,14.5,1.15,2.4,20.54,86.29,3.34,75.0,7.3,95.71,6.36,81.97,19.19,88.59,0.94,66.67,15.22,19.78,0.1,1.04,0.0,0.0,0.42,50.0,0.31,1.98,84.21,1.25,33.33,0.52,20.0,0.31,0.1,2.29,77.27,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.31,0.21,0.0,0.52,0,0.0,,,,AM,,CF,,6.83
T. Antonoglou,Toronto II,Toronto II,W,20.0,80250.0,,20,924,3,1.63,1,1.54,14.72,52.7,Canada,Canada,,168,57,no,5.47,5.17,67.31,1.49,20.0,0.2,0.25,0.2,1.79,2.25,0.8,2,0.19,0,0.0,3.18,0.29,3,0.3,0.16,0,0.0,13,1.29,46.15,23.077,0.1,1.99,50.0,1.79,50.0,0.2,50.0,0.1,2.39,62.5,5.47,54.55,2.09,1.89,0.8,18.5,1.39,0.99,24.17,82.72,4.97,66.0,7.36,95.95,7.76,82.05,20.29,86.76,2.49,72.0,20.84,30.51,0.15,1.39,0.0,0.1,0.4,25.0,0.5,2.49,68.0,2.09,61.9,0.7,42.86,0.6,0.8,4.28,83.72,0,,0,,0,0.0,0.0,0.0,,,0.2,,,0.9,0.3,66.67,1.49,0,0.0,,,,,W,,,6.84
B. Frischknecht,Chattanooga Red Wolves,Chattanooga Red Wolves,CF,26.0,80250.0,,20,1060,1,4.04,1,0.29,23.52,33.57,United States,United States,,191,84,no,1.95,2.97,34.29,5.26,51.61,0.08,0.13,0.17,0.85,1.29,1.7,3,0.25,0,0.0,2.55,0.08,1,0.08,0.34,0,0.0,29,2.46,34.48,3.448,0.08,0.76,44.44,0.59,42.86,0.17,50.0,0.17,2.97,45.71,11.55,25.74,5.6,0.51,0.17,8.32,2.12,0.68,14.43,76.47,2.63,58.06,4.92,96.55,4.33,66.67,13.16,80.65,0.68,12.5,14.56,14.57,0.02,0.34,0.0,0.0,0.25,0.0,0.17,1.53,44.44,0.34,25.0,0.34,0.0,0.76,0.34,1.19,78.57,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.17,0.17,50.0,0.0,0,0.0,,,,,,CF,,6.65
L. Mastrantonio,Tucson,Tucson,CB,25.0,80250.0,,18,1398,2,1.12,0,0.57,16.03,62.25,Italy,Italy,right,186,75,no,10.69,6.89,69.16,4.38,63.24,0.0,0.0,0.52,5.92,7.56,0.64,3,0.19,0,0.0,0.97,0.13,2,0.13,0.07,2,0.13,6,0.39,50.0,33.333,0.0,0.06,100.0,0.0,0.0,0.06,100.0,0.0,0.9,78.57,2.19,55.88,0.52,0.52,0.19,24.08,0.39,0.52,39.08,84.51,18.41,74.83,1.42,95.45,16.55,93.39,32.38,90.85,6.63,53.4,19.62,32.28,0.04,0.06,0.0,0.0,0.0,0.0,0.06,3.99,54.84,0.26,0.0,0.19,0.0,0.06,0.06,8.76,63.24,0,,0,,0,0.0,0.0,0.0,,,1.03,,,0.06,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.99
R. Michael,Tormenta,Tormenta,"W,CF",22.0,80250.0,,16,977,1,1.35,2,1.0,23.95,32.31,Sierra Leone,Sierra Leone,unknown,176,68,no,4.15,5.62,36.07,2.49,18.52,0.18,0.23,0.0,1.93,2.41,1.93,1,0.09,0,0.0,3.96,0.09,1,0.09,0.12,1,0.09,17,1.57,52.94,5.882,0.18,1.01,27.27,0.18,0.0,0.83,33.33,0.37,4.97,42.59,11.98,32.31,3.96,2.03,1.38,17.13,2.12,1.11,23.49,76.47,5.9,70.31,6.63,88.89,6.63,76.39,21.56,79.49,1.01,54.55,17.23,25.35,0.09,1.01,0.09,0.0,1.29,57.14,0.46,2.3,72.0,1.66,50.0,0.92,50.0,1.47,0.37,2.67,75.86,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.09,0,0.0,,,,,W,CF,,6.75
A. Curic,Toronto II,Toronto II,CB,20.0,80250.0,,15,953,0,0.4,0,0.0,13.79,61.64,United States,United States,unknown,0,0,no,9.35,6.8,66.67,3.59,57.89,0.66,0.85,0.66,4.16,5.34,1.23,2,0.19,0,0.0,0.76,0.0,0,0.0,0.04,0,0.0,5,0.47,20.0,0.0,0.0,0.19,0.0,0.09,0.0,0.09,0.0,0.0,0.66,100.0,1.04,72.73,0.57,2.83,0.09,41.36,0.19,0.57,52.89,91.07,18.6,80.71,2.46,100.0,28.14,96.98,47.41,95.62,5.29,53.57,16.66,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,7.93,73.81,0.47,20.0,0.28,33.33,0.09,0.0,6.89,83.56,0,,0,,0,0.0,0.0,0.0,,,1.13,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,7.05
A. Bruce,North Texas,North Texas,"AM,CF",23.0,80250.0,,19,598,1,2.74,0,0.11,14.0,30.11,England,England,right,186,75,no,2.11,2.11,50.0,4.06,40.74,0.15,0.23,0.0,0.9,1.4,0.6,1,0.15,0,0.0,0.75,0.15,1,0.15,0.41,0,0.0,10,1.51,40.0,10.0,0.0,0.45,0.0,0.3,0.0,0.15,0.0,0.0,1.51,0.0,5.27,14.29,3.16,0.3,0.15,10.23,1.2,0.9,15.2,73.27,2.86,47.37,3.31,95.45,5.72,84.21,14.0,77.42,0.75,40.0,15.02,10.5,0.02,0.3,0.0,0.0,0.45,33.33,0.15,2.56,58.82,1.05,14.29,0.45,33.33,0.45,0.0,1.96,53.85,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,0.0,,,,AM,,CF,,6.5
